UF,COD.UF,COD.MUNIC,NOMEDOMUNICÍPIO,POPULAÇÃO
MA,21.0,7605.0,Palmeirândia,21.056
MA,21.0,7704.0,Paraibano,19.53
MA,21.0,7803.0,Parnarama,31.179
MA,21.0,7902.0,Passagem Franca,17.244
MA,21.0,8009.0,Pastos Bons,18.724
MA,21.0,8058.0,Paulino Neves,17.054
MA,21.0,8108.0,Paulo Ramos,20.183
MA,21.0,8207.0,Pedreiras,36.98
MA,21.0,8256.0,Pedro do Rosário,24.26
MA,21.0,8306.0,Penalva,32.436
MA,21.0,8405.0,Peri Mirim,11.093
MA,21.0,8454.0,Peritoró,20.471
MA,21.0,8504.0,Pindaré-Mirim,29.44
MA,21.0,8603.0,Pinheiro,85.054
MA,21.0,8702.0,Pio XII,21.941
MA,21.0,8801.0,Pirapemas,14.819
MA,21.0,8900.0,Poção de Pedras,17.133
MA,21.0,9007.0,Porto Franco,23.565
MA,21.0,9056.0,Porto Rico do Maranhão,5.961
MA,21.0,9106.0,Presidente Dutra,45.102
MA,21.0,9205.0,Presidente Juscelino,11.293
MA,21.0,9239.0,Presidente Médici,4.575
MA,21.0,9270.0,Presidente Sarney,17.542
MA,21.0,9304.0,Presidente Vargas,9.616
MA,21.0,9403.0,Primeira Cruz,13.095
MA,21.0,9452.0,Raposa,31.667
MA,21.0,9502.0,Riachão,22.153
MA,21.0,9551.0,Ribamar Fiquene,7.424
MA,21.0,9601.0,Rosário,36.688
MA,21.0,9700.0,Sambaíba,5.568
MA,21.0,9759.0,Santa Filomena do Maranhão,6.698
MA,21.0,9809.0,Santa Helena,41.221
MA,21.0,9908.0,Santa Inês,85.261
MA,21.0,10005.0,Santa Luzia,57.189
MA,21.0,10039.0,Santa Luzia do Paruá,23.413
MA,21.0,10104.0,Santa Quitéria do Maranhão,23.782
MA,21.0,10203.0,Santa Rita,35.231
MA,21.0,10237.0,Santana do Maranhão,10.325
MA,21.0,10278.0,Santo Amaro do Maranhão,13.193
MA,21.0,10302.0,Santo Antônio dos Lopes,14.298
MA,21.0,10401.0,São Benedito do Rio Preto,18.306
MA,21.0,10500.0,São Bento,46.307
MA,21.0,10609.0,São Bernardo,26.899
MA,21.0,10658.0,São Domingos do Azeitão,7.937
MA,21.0,10708.0,São Domingos do Maranhão,33.837
MA,21.0,10807.0,São Félix de Balsas,4.402
MA,21.0,10856.0,São Francisco do Brejão,8.837
MA,21.0,10906.0,São Francisco do Maranhão,12.049
MA,21.0,11003.0,São João Batista,18.559
MA,21.0,11029.0,São João do Carú,12.297
MA,21.0,11052.0,São João do Paraíso,9.622
MA,21.0,11078.0,São João do Soter,16.083
MA,21.0,11102.0,São João dos Patos,25.452
MA,21.0,11201.0,São José de Ribamar,269.657
MA,21.0,11250.0,São José dos Basílios,6.977
MA,21.0,11300.0,São Luís,"1,061,374"
MA,21.0,11409.0,São Luís Gonzaga do Maranhão,17.87
MA,21.0,11508.0,São Mateus do Maranhão,38.902
MA,21.0,11532.0,São Pedro da Água Branca,14.379
MA,21.0,11573.0,São Pedro dos Crentes,5.764
MA,21.0,11607.0,São Raimundo das Mangabeiras,18.593
MA,21.0,11631.0,São Raimundo do Doca Bezerra,5.646
MA,21.0,11672.0,São Roberto,4.548
MA,21.0,11706.0,São Vicente Ferrer,19.446
MA,21.0,11722.0,Satubinha,8.821
MA,21.0,11748.0,Senador Alexandre Costa,10.087
MA,21.0,11763.0,Senador La Rocque,14.688
MA,21.0,11789.0,Serrano do Maranhão,10.194
MA,21.0,11805.0,Sítio Novo,16.626
MA,21.0,11904.0,Sucupira do Norte,10.247
MA,21.0,11953.0,Sucupira do Riachão,4.966
MA,21.0,12001.0,Tasso Fragoso,8.891
MA,21.0,12100.0,Timbiras,26.501
MA,21.0,12209.0,Timon,175.044
MA,21.0,12233.0,Trizidela do Vale,22.438
MA,21.0,12274.0,Tufilândia,5.502
MA,21.0,12308.0,Tuntum,34.411
MA,21.0,12407.0,Turiaçu,37.522
MA,21.0,12456.0,Turilândia,31.875
MA,21.0,12506.0,Tutóia,53.346
MA,21.0,12605.0,Urbano Santos,32.792
MA,21.0,12704.0,Vargem Grande,48.43
MA,21.0,12803.0,Viana,51.449
MA,21.0,12852.0,Vila Nova dos Martírios,10.138
MA,21.0,12902.0,Vitória do Mearim,30.478
MA,21.0,13009.0,Vitorino Freire,30.067
MA,21.0,14007.0,Zé Doca,40.786
PI,22.0,53.0,Acauã,6.422
PI,22.0,103.0,Agricolândia,4.962
PI,22.0,202.0,Água Branca,17.642
PI,22.0,251.0,Alagoinha do Piauí,6.819
PI,22.0,277.0,Alegrete do Piauí,4.571
PI,22.0,301.0,Alto Longá,13.185
PI,22.0,400.0,Altos,46.826
PI,22.0,459.0,Alvorada do Gurguéia,5.327
PI,22.0,509.0,Amarante,17.194
PI,22.0,608.0,Angical do Piauí,6.827
PI,22.0,707.0,Anísio de Abreu,9.401
PI,22.0,806.0,Antônio Almeida,3.155
PI,22.0,905.0,Aroazes,5.369
PI,22.0,954.0,Aroeiras do Itaim,2.709
PI,22.0,1002.0,Arraial,4.519
PI,22.0,1051.0,Assunção do Piauí,7.467
PI,22.0,1101.0,Avelino Lopes,10.806
PI,22.0,1150.0,Baixa Grande do Ribeiro,13.273
PI,22.0,1176.0,Barra D'Alcântara,3.998
PI,22.0,1200.0,Barras,47.909
PI,22.0,1309.0,Barreiras do Piauí,3.271
PI,22.0,1408.0,Barro Duro,6.641
PI,22.0,1507.0,Batalha,26.3
PI,22.0,1556.0,Bela Vista do Piauí,4.093
PI,22.0,1572.0,Belém do Piauí,3.425
PI,22.0,1606.0,Beneditinos,9.803
PI,22.0,1705.0,Bertolínia,5.579
PI,22.0,1739.0,Betânia do Piauí,6.222
PI,22.0,1770.0,Boa Hora,6.989
PI,22.0,1804.0,Bocaina,4.078
PI,22.0,1903.0,Bom Jesus,28.857
PI,22.0,1919.0,Bom Princípio do Piauí,5.636
PI,22.0,1929.0,Bonfim do Piauí,5.918
PI,22.0,1945.0,Boqueirão do Piauí,6.594
PI,22.0,1960.0,Brasileira,8.438
PI,22.0,1988.0,Brejo do Piauí,3.899
PI,22.0,2000.0,Buriti dos Lopes,19.545
PI,22.0,2026.0,Buriti dos Montes,7.44
PI,22.0,2059.0,Cabeceiras do Piauí,10.001
PI,22.0,2075.0,Cajazeiras do Piauí,3.113
PI,22.0,2083.0,Cajueiro da Praia,7.963
PI,22.0,2091.0,Caldeirão Grande do Piauí,5.503
PI,22.0,2109.0,Campinas do Piauí,4.948
PI,22.0,2117.0,Campo Alegre do Fidalgo,4.605
PI,22.0,2133.0,Campo Grande do Piauí,6.011
PI,22.0,2174.0,Campo Largo do Piauí,7.422
PI,22.0,2208.0,Campo Maior,45.252
PI,22.0,2251.0,Canavieira,3.409
PI,22.0,2307.0,Canto do Buriti,19.355
PI,22.0,2406.0,Capitão de Campos,11.108
PI,22.0,2455.0,Capitão Gervásio Oliveira,3.974
PI,22.0,2505.0,Caracol,10.326
PI,22.0,2539.0,Caraúbas do Piauí,5.626
PI,22.0,2554.0,Caridade do Piauí,5.04
PI,22.0,2604.0,Castelo do Piauí,19.266
PI,22.0,2653.0,Caxingó,5.497
PI,22.0,2703.0,Cocal,28.121
PI,22.0,2711.0,Cocal de Telha,4.927
PI,22.0,2729.0,Cocal dos Alves,6.362
PI,22.0,2737.0,Coivaras,4.11
PI,22.0,2752.0,Colônia do Gurguéia,6.157
PI,22.0,2778.0,Colônia do Piauí,6.991
PI,22.0,2802.0,Conceição do Canindé,4.943
PI,22.0,2851.0,Coronel José Dias,4.243
PI,22.0,2901.0,Corrente,27.419
PI,22.0,3008.0,Cristalândia do Piauí,7.369
PI,22.0,3107.0,Cristino Castro,10.509
PI,22.0,3206.0,Curimatá,11.044
PI,22.0,3230.0,Currais,4.832
PI,22.0,3255.0,Curralinhos,4.396
PI,22.0,3271.0,Curral Novo do Piauí,5.073
PI,22.0,3305.0,Demerval Lobão,16.359
PI,22.0,3354.0,Dirceu Arcoverde,7.061
PI,22.0,3404.0,Dom Expedito Lopes,6.315
PI,22.0,3420.0,Domingos Mourão,4.071
PI,22.0,3453.0,Dom Inocêncio,9.036
PI,22.0,3503.0,Elesbão Veloso,13.574
PI,22.0,3602.0,Eliseu Martins,4.377
PI,22.0,3701.0,Esperantina,40.968
PI,22.0,3750.0,Fartura do Piauí,5.284
PI,22.0,3800.0,Flores do Piauí,4.415
PI,22.0,3859.0,Floresta do Piauí,2.334
PI,22.0,3909.0,Floriano,62.593
PI,22.0,4006.0,Francinópolis,4.506
PI,22.0,4105.0,Francisco Ayres,4.407
PI,22.0,4154.0,Francisco Macedo,2.921
PI,22.0,4204.0,Francisco Santos,8.257
PI,22.0,4303.0,Fronteiras,10.293
PI,22.0,4352.0,Geminiano,5.447
PI,22.0,4402.0,Gilbués,10.926
PI,22.0,4501.0,Guadalupe,10.305
PI,22.0,4550.0,Guaribas,4.281
PI,22.0,4600.0,Hugo Napoleão,3.526
PI,22.0,4659.0,Ilha Grande,9.207
PI,22.0,4709.0,Inhuma,14.803
PI,22.0,4808.0,Ipiranga do Piauí,9.275
PI,22.0,4907.0,Isaías Coelho,7.782
PI,22.0,5003.0,Itainópolis,10.614
PI,22.0,5102.0,Itaueira,9.939
PI,22.0,5151.0,Jacobina do Piauí,5.63
PI,22.0,5201.0,Jaicós,17.408
PI,22.0,5250.0,Jardim do Mulato,4.178
PI,22.0,5276.0,Jatobá do Piauí,4.495
PI,22.0,5300.0,Jerumenha,4.435
PI,22.0,5359.0,João Costa,2.971
PI,22.0,5409.0,Joaquim Pires,13.893
PI,22.0,5458.0,Joca Marques,5.39
PI,22.0,5508.0,José de Freitas,42.575
PI,22.0,5516.0,Juazeiro do Piauí,5.215
PI,22.0,5524.0,Júlio Borges,5.388
PI,22.0,5532.0,Jurema,4.426
PI,22.0,5540.0,Lagoinha do Piauí,2.934
PI,22.0,5557.0,Lagoa Alegre,8.263
PI,22.0,5565.0,Lagoa do Barro do Piauí,4.997
PI,22.0,5573.0,Lagoa de São Francisco,6.329
PI,22.0,5581.0,Lagoa do Piauí,4.805
PI,22.0,5599.0,Lagoa do Sítio,4.529
PI,22.0,5607.0,Landri Sales,5.315
PI,22.0,5706.0,Luís Correia,30.701
PI,22.0,5805.0,Luzilândia,25.382
PI,22.0,5854.0,Madeiro,8.046
PI,22.0,5904.0,Manoel Emídio,5.212
PI,22.0,5953.0,Marcolândia,8.541
PI,22.0,6001.0,Marcos Parente,4.729
PI,22.0,6050.0,Massapê do Piauí,5.233
PI,22.0,6100.0,Matias Olímpio,10.712
PI,22.0,6209.0,Miguel Alves,32.151
PI,22.0,6308.0,Miguel Leão,1.318
PI,22.0,6357.0,Milton Brandão,6.543
PI,22.0,6407.0,Monsenhor Gil,10.26
PI,22.0,6506.0,Monsenhor Hipólito,7.55
PI,22.0,6605.0,Monte Alegre do Piauí,10.683
PI,22.0,6654.0,Morro Cabeça no Tempo,4.361
PI,22.0,6670.0,Morro do Chapéu do Piauí,6.422
PI,22.0,6696.0,Murici dos Portelas,9.841
PI,22.0,6704.0,Nazaré do Piauí,6.66
PI,22.0,6720.0,Nazária,10.278
PI,22.0,6753.0,Nossa Senhora de Nazaré,5.195
PI,22.0,6803.0,Nossa Senhora dos Remédios,8.523
PI,22.0,6902.0,Novo Oriente do Piauí,6.081
PI,22.0,6951.0,Novo Santo Antônio,2.82
PI,22.0,7009.0,Oeiras,38.192
PI,22.0,7108.0,Olho D'Água do Piauí,2.646
PI,22.0,7207.0,Padre Marcos,6.379
PI,22.0,7306.0,Paes Landim,4.1
PI,22.0,7355.0,Pajeú do Piauí,3.001
PI,22.0,7405.0,Palmeira do Piauí,4.954
PI,22.0,7504.0,Palmeirais,13.156
PI,22.0,7553.0,Paquetá,3.818
PI,22.0,7603.0,Parnaguá,9.429
PI,22.0,7702.0,Parnaíba,163.087
PI,22.0,7751.0,Passagem Franca do Piauí,4.144
PI,22.0,7777.0,Patos do Piauí,5.425
PI,22.0,7793.0,Pau D'Arco do Piauí,3.879
PI,22.0,7801.0,Paulistana,21.08
PI,22.0,7850.0,Pavussu,3.62
PI,22.0,7900.0,Pedro II,37.945
PI,22.0,7934.0,Pedro Laurentino,2.458
PI,22.0,7959.0,Nova Santa Rita,4.059
PI,22.0,8007.0,Picos,82.028
PI,22.0,8106.0,Pimenteiras,11.172
PI,22.0,8205.0,Pio IX,17.586
PI,22.0,8304.0,Piracuruca,28.906
PI,22.0,8403.0,Piripiri,65.762
PI,22.0,8502.0,Porto,12.122
PI,22.0,8551.0,Porto Alegre do Piauí,2.342
PI,22.0,8601.0,Prata do Piauí,3.042
PI,22.0,8650.0,Queimada Nova,8.734
PI,22.0,8700.0,Redenção do Gurguéia,8.393
PI,22.0,8809.0,Regeneração,17.108
PI,22.0,8858.0,Riacho Frio,4.112
PI,22.0,8874.0,Ribeira do Piauí,4.043
PI,22.0,8908.0,Ribeiro Gonçalves,6.164
PI,22.0,9005.0,Rio Grande do Piauí,5.789
PI,22.0,9104.0,Santa Cruz do Piauí,5.834
PI,22.0,9153.0,Santa Cruz dos Milagres,3.432
PI,22.0,9203.0,Santa Filomena,6.084
PI,22.0,9302.0,Santa Luz,5.339
PI,22.0,9351.0,Santana do Piauí,4.124
PI,22.0,9377.0,Santa Rosa do Piauí,4.645
PI,22.0,9401.0,Santo Antônio de Lisboa,5.842
PI,22.0,9450.0,Santo Antônio dos Milagres,2.141
PI,22.0,9500.0,Santo Inácio do Piauí,3.645
PI,22.0,9559.0,São Braz do Piauí,4.359
PI,22.0,9609.0,São Félix do Piauí,2.842
PI,22.0,9658.0,São Francisco de Assis do Piauí,5.561
PI,22.0,9708.0,São Francisco do Piauí,5.386
PI,22.0,9757.0,São Gonçalo do Gurguéia,2.96
PI,22.0,9807.0,São Gonçalo do Piauí,4.842
PI,22.0,9856.0,São João da Canabrava,4.19
PI,22.0,9872.0,São João da Fronteira,5.525
PI,22.0,9906.0,São João da Serra,6.118
PI,22.0,9955.0,São João da Varjota,4.375
PI,22.0,9971.0,São João do Arraial,8.202
PI,22.0,10003.0,São João do Piauí,21.506
PI,22.0,10052.0,São José do Divino,4.842
PI,22.0,10102.0,São José do Peixe,3.288
PI,22.0,10201.0,São José do Piauí,6.6
PI,22.0,10300.0,São Julião,5.998
PI,22.0,10359.0,São Lourenço do Piauí,4.411
PI,22.0,10375.0,São Luis do Piauí,2.279
PI,22.0,10383.0,São Miguel da Baixa Grande,2.269
PI,22.0,10391.0,São Miguel do Fidalgo,2.824
PI,22.0,10409.0,São Miguel do Tapuio,17.544
PI,22.0,10508.0,São Pedro do Piauí,13.776
PI,22.0,10607.0,São Raimundo Nonato,39.036
PI,22.0,10623.0,Sebastião Barros,3.187
PI,22.0,10631.0,Sebastião Leal,4.427
PI,22.0,10656.0,Sigefredo Pacheco,9.465
PI,22.0,10706.0,Simões,14.344
PI,22.0,10805.0,Simplício Mendes,13.842
PI,22.0,10904.0,Socorro do Piauí,4.151
PI,22.0,10938.0,Sussuapara,6.221
PI,22.0,10953.0,Tamboril do Piauí,2.949
PI,22.0,10979.0,Tanque do Piauí,2.294
PI,22.0,11001.0,Teresina,868.523
PI,22.0,11100.0,União,46.136
PI,22.0,11209.0,Uruçuí,25.166
PI,22.0,11308.0,Valença do Piauí,22.316
PI,22.0,11357.0,Várzea Branca,5.055
PI,22.0,11407.0,Várzea Grande,4.418
PI,22.0,11506.0,Vera Mendes,3.084
PI,22.0,11605.0,Vila Nova do Piauí,2.764
PI,22.0,11704.0,Wall Ferraz,4.02
CE,23.0,101.0,Abaiara,9.67
CE,23.0,150.0,Acarape,13.553
CE,23.0,200.0,Acaraú,64.551
CE,23.0,309.0,Acopiara,44.601
CE,23.0,408.0,Aiuaba,13.661
CE,23.0,507.0,Alcântaras,11.359
CE,23.0,606.0,Altaneira,6.782
CE,23.0,705.0,Alto Santo,14.157
CE,23.0,754.0,Amontada,47.486
CE,23.0,804.0,Antonina do Norte,7.054
CE,23.0,903.0,Apuiarés,12.974
CE,23.0,1000.0,Aquiraz,92.281
CE,23.0,1109.0,Aracati,82.476
CE,23.0,1208.0,Aracoiaba,25.522
CE,23.0,1257.0,Ararendá,11.096
CE,23.0,1307.0,Araripe,19.791
CE,23.0,1406.0,Aratuba,12.11
CE,23.0,1505.0,Arneiroz,7.304
CE,23.0,1604.0,Assaré,21.703
CE,23.0,1703.0,Aurora,23.173
CE,23.0,1802.0,Baixio,5.697
CE,23.0,1851.0,Banabuiú,16.447
CE,23.0,1901.0,Barbalha,72.7
CE,23.0,1950.0,Barreira,22.412
CE,23.0,2008.0,Barro,19.313
CE,23.0,2057.0,Barroquinha,14.563
CE,23.0,2107.0,Baturité,33.335
CE,23.0,2206.0,Beberibe,52.726
CE,23.0,2305.0,Bela Cruz,30.05
CE,23.0,2404.0,Boa Viagem,48.213
CE,23.0,2503.0,Brejo Santo,51.034
CE,23.0,2602.0,Camocim,62.419
CE,23.0,2701.0,Campos Sales,25.132
CE,23.0,2800.0,Canindé,73.969
CE,23.0,2909.0,Capistrano,16.005
CE,23.0,3006.0,Caridade,15.898
CE,23.0,3105.0,Cariré,17.633
CE,23.0,3204.0,Caririaçu,26.236
CE,23.0,3303.0,Cariús,16.398
CE,23.0,3402.0,Carnaubal,17.211
CE,23.0,3501.0,Cascavel,70.498
CE,23.0,3600.0,Catarina,9.95
CE,23.0,3659.0,Catunda,10.425
CE,23.0,3709.0,Caucaia,372.413
CE,23.0,3808.0,Cedro,22.216
CE,23.0,3907.0,Chaval,12.443
CE,23.0,3931.0,Choró,11.414
CE,23.0,3956.0,Chorozinho,20.174
CE,23.0,4004.0,Coreaú,20.944
CE,23.0,4103.0,Crateús,75.394
CE,23.0,4202.0,Crato,130.858
CE,23.0,4236.0,Croatá,17.492
CE,23.0,4251.0,Cruz,29.36
CE,23.0,4269.0,Deputado Irapuan Pinheiro,8.47
CE,23.0,4277.0,Ereré,6.466
CE,23.0,4285.0,Eusébio,73.667
CE,23.0,4301.0,Farias Brito,18.226
CE,23.0,4350.0,Forquilha,22.848
CE,23.0,4400.0,Fortaleza,"2,596,157"
CE,23.0,4459.0,Fortim,17.308
CE,23.0,4509.0,Frecheirinha,15.66
CE,23.0,4608.0,General Sampaio,6.734
CE,23.0,4657.0,Graça,13.805
CE,23.0,4707.0,Granja,53.352
CE,23.0,4806.0,Granjeiro,4.843
CE,23.0,4905.0,Groaíras,10.889
CE,23.0,4954.0,Guaiúba,22.283
CE,23.0,5001.0,Guaraciaba do Norte,42.063
CE,23.0,5100.0,Guaramiranga,5.676
CE,23.0,5209.0,Hidrolândia,17.854
CE,23.0,5233.0,Horizonte,69.999
CE,23.0,5266.0,Ibaretama,11.927
CE,23.0,5308.0,Ibiapina,23.966
CE,23.0,5332.0,Ibicuitinga,11.582
CE,23.0,5357.0,Icapuí,21.4
CE,23.0,5407.0,Icó,62.125
CE,23.0,5506.0,Iguatu,97.733
CE,23.0,5605.0,Independência,24.047
CE,23.0,5654.0,Ipaporanga,11.575
CE,23.0,5704.0,Ipaumirim,12.204
CE,23.0,5803.0,Ipu,41.083
CE,23.0,5902.0,Ipueiras,36.751
CE,23.0,6009.0,Iracema,13.993
CE,23.0,6108.0,Irauçuba,23.944
CE,23.0,6207.0,Itaiçaba,7.532
CE,23.0,6256.0,Itaitinga,60.706
CE,23.0,6306.0,Itapajé,46.495
CE,23.0,6405.0,Itapipoca,132.711
CE,23.0,6504.0,Itapiúna,17.211
CE,23.0,6553.0,Itarema,42.698
CE,23.0,6603.0,Itatira,20.444
CE,23.0,6702.0,Jaguaretama,17.255
CE,23.0,6801.0,Jaguaribara,10.344
CE,23.0,6900.0,Jaguaribe,32.945
CE,23.0,7007.0,Jaguaruana,30.181
CE,23.0,7106.0,Jardim,27.335
CE,23.0,7205.0,Jati,7.821
CE,23.0,7254.0,Jijoca de Jericoacoara,29.472
CE,23.0,7304.0,Juazeiro do Norte,269.435
CE,23.0,7403.0,Jucás,22.926
CE,23.0,7502.0,Lavras da Mangabeira,30.693
CE,23.0,7601.0,Limoeiro do Norte,59.515
CE,23.0,7635.0,Madalena,16.127
CE,23.0,7650.0,Maracanaú,231.121
CE,23.0,7700.0,Maranguape,93.155
CE,23.0,7809.0,Marco,25.79
CE,23.0,7908.0,Martinópole,10.846
CE,23.0,8005.0,Massapê,37.717
CE,23.0,8104.0,Mauriti,45.365
CE,23.0,8203.0,Meruoca,15.164
CE,23.0,8302.0,Milagres,25.761
CE,23.0,8351.0,Milhã,14.135
CE,23.0,8377.0,Miraíma,14.26
CE,23.0,8401.0,Missão Velha,36.719
CE,23.0,8500.0,Mombaça,37.707
CE,23.0,8609.0,Monsenhor Tabosa,17.171
CE,23.0,8708.0,Morada Nova,60.94
CE,23.0,8807.0,Moraújo,8.264
CE,23.0,8906.0,Morrinhos,22.311
CE,23.0,9003.0,Mucambo,13.67
CE,23.0,9102.0,Mulungu,9.851
CE,23.0,9201.0,Nova Olinda,15.437
CE,23.0,9300.0,Nova Russas,30.518
CE,23.0,9409.0,Novo Oriente,27.566
CE,23.0,9458.0,Ocara,24.483
CE,23.0,9508.0,Orós,19.675
CE,23.0,9607.0,Pacajus,67.168
CE,23.0,9706.0,Pacatuba,82.432
CE,23.0,9805.0,Pacoti,10.467
CE,23.0,9904.0,Pacujá,6.136
CE,23.0,10001.0,Palhano,9.335
CE,23.0,10100.0,Palmácia,10.173
CE,23.0,10209.0,Paracuru,40.046
CE,23.0,10258.0,Paraipaba,32.278
CE,23.0,10308.0,Parambu,31.066
CE,23.0,10407.0,Paramoti,10.369
CE,23.0,10506.0,Pedra Branca,37.661
CE,23.0,10605.0,Penaforte,8.839
CE,23.0,10704.0,Pentecoste,37.853
CE,23.0,10803.0,Pereiro,15.279
CE,23.0,10852.0,Pindoretama,24.329
CE,23.0,10902.0,Piquet Carneiro,16.926
CE,23.0,10951.0,Pires Ferreira,10.603
CE,23.0,11009.0,Poranga,11.742
CE,23.0,11108.0,Porteiras,17.06
CE,23.0,11207.0,Potengi,9.637
CE,23.0,11231.0,Potiretama,5.977
CE,23.0,11264.0,Quiterianópolis,19.624
CE,23.0,11306.0,Quixadá,80.701
CE,23.0,11355.0,Quixelô,15.896
CE,23.0,11405.0,Quixeramobim,78.502
CE,23.0,11504.0,Quixeré,20.863
CE,23.0,11603.0,Redenção,25.813
CE,23.0,11702.0,Reriutaba,18.603
CE,23.0,11801.0,Russas,72.609
CE,23.0,11900.0,Saboeiro,13.755
CE,23.0,11959.0,Salitre,16.635
CE,23.0,12007.0,Santana do Acaraú,28.436
CE,23.0,12106.0,Santana do Cariri,16.981
CE,23.0,12205.0,Santa Quitéria,40.239
CE,23.0,12304.0,São Benedito,47.657
CE,23.0,12403.0,São Gonçalo do Amarante,60.126
CE,23.0,12502.0,São João do Jaguaribe,5.855
CE,23.0,12601.0,São Luís do Curu,10.856
CE,23.0,12700.0,Senador Pompeu,24.256
CE,23.0,12809.0,Senador Sá,7.262
CE,23.0,12908.0,Sobral,219.03
CE,23.0,13005.0,Solonópole,18.083
CE,23.0,13104.0,Tabuleiro do Norte,30.655
CE,23.0,13203.0,Tamboril,24.812
CE,23.0,13252.0,Tarrafas,7.53
CE,23.0,13302.0,Tauá,56.086
CE,23.0,13351.0,Tejuçuoca,17.149
CE,23.0,13401.0,Tianguá,81.656
CE,23.0,13500.0,Trairi,58.122
CE,23.0,13559.0,Tururu,15.432
CE,23.0,13609.0,Ubajara,32.778
CE,23.0,13708.0,Umari,6.874
CE,23.0,13757.0,Umirim,17.491
CE,23.0,13807.0,Uruburetama,20.259
CE,23.0,13906.0,Uruoca,13.651
CE,23.0,13955.0,Varjota,18.105
CE,23.0,14003.0,Várzea Alegre,38.825
CE,23.0,14102.0,Viçosa do Ceará,59.47
RN,24.0,109.0,Acari,10.589
RN,24.0,208.0,Açu,56.482
RN,24.0,307.0,Afonso Bezerra,10.838
RN,24.0,406.0,Água Nova,2.951
RN,24.0,505.0,Alexandria,13.211
RN,24.0,604.0,Almino Afonso,4.689
RN,24.0,703.0,Alto do Rodrigues,12.538
RN,24.0,802.0,Angicos,11.641
RN,24.0,901.0,Antônio Martins,6.577
RN,24.0,1008.0,Apodi,36.118
RN,24.0,1107.0,Areia Branca,24.076
RN,24.0,1206.0,Arês,13.268
RN,24.0,1305.0,Campo Grande,10.319
RN,24.0,1404.0,Baía Formosa,8.825
RN,24.0,1453.0,Baraúna,26.949
RN,24.0,1503.0,Barcelona,4.003
RN,24.0,1602.0,Bento Fernandes,4.796
RN,24.0,1651.0,Bodó,2.309
RN,24.0,1701.0,Bom Jesus,9.713
RN,24.0,1800.0,Brejinho,12.205
RN,24.0,1859.0,Caiçara do Norte,6.282
RN,24.0,1909.0,Caiçara do Rio do Vento,3.274
RN,24.0,2006.0,Caicó,61.16
RN,24.0,2105.0,Campo Redondo,10.217
RN,24.0,2204.0,Canguaretama,29.377
RN,24.0,2303.0,Caraúbas,19.766
RN,24.0,2402.0,Carnaúba dos Dantas,7.949
RN,24.0,2501.0,Carnaubais,9.704
RN,24.0,2600.0,Ceará-Mirim,78.486
RN,24.0,2709.0,Cerro Corá,11.002
RN,24.0,2808.0,Coronel Ezequiel,5.092
RN,24.0,2907.0,Coronel João Pessoa,4.237
RN,24.0,3004.0,Cruzeta,8.008
RN,24.0,3103.0,Currais Novos,41.341
RN,24.0,3202.0,Doutor Severiano,7.049
RN,24.0,3251.0,Parnamirim,252.95
RN,24.0,3301.0,Encanto,6.017
RN,24.0,3400.0,Equador,5.355
RN,24.0,3509.0,Espírito Santo,10.622
RN,24.0,3608.0,Extremoz,61.381
RN,24.0,3707.0,Felipe Guerra,5.97
RN,24.0,3756.0,Fernando Pedroza,2.937
RN,24.0,3806.0,Florânia,10.199
RN,24.0,3905.0,Francisco Dantas,2.7
RN,24.0,4002.0,Frutuoso Gomes,4.122
RN,24.0,4101.0,Galinhos,2.105
RN,24.0,4200.0,Goianinha,27.079
RN,24.0,4309.0,Governador Dix-Sept Rosado,11.926
RN,24.0,4408.0,Grossos,9.742
RN,24.0,4507.0,Guamaré,15.312
RN,24.0,4606.0,Ielmo Marinho,11.614
RN,24.0,4705.0,Ipanguaçu,14.164
RN,24.0,4804.0,Ipueira,2.035
RN,24.0,4853.0,Itajá,7.298
RN,24.0,4903.0,Itaú,5.317
RN,24.0,5009.0,Jaçanã,10.247
RN,24.0,5108.0,Jandaíra,6.57
RN,24.0,5207.0,Janduís,4.767
RN,24.0,5306.0,Januário Cicco,9.054
RN,24.0,5405.0,Japi,5.123
RN,24.0,5504.0,Jardim de Angicos,2.436
RN,24.0,5603.0,Jardim de Piranhas,13.969
RN,24.0,5702.0,Jardim do Seridó,11.623
RN,24.0,5801.0,João Câmara,33.191
RN,24.0,5900.0,João Dias,2.076
RN,24.0,6007.0,José da Penha,5.799
RN,24.0,6106.0,Jucurutu,17.779
RN,24.0,6155.0,Jundiá,3.737
RN,24.0,6205.0,Lagoa d'Anta,6.68
RN,24.0,6304.0,Lagoa de Pedras,7.34
RN,24.0,6403.0,Lagoa de Velhos,2.569
RN,24.0,6502.0,Lagoa Nova,15.584
RN,24.0,6601.0,Lagoa Salgada,8.334
RN,24.0,6700.0,Lajes,9.866
RN,24.0,6809.0,Lajes Pintadas,4.779
RN,24.0,6908.0,Lucrécia,3.49
RN,24.0,7005.0,Luís Gomes,9.083
RN,24.0,7104.0,Macaíba,81.584
RN,24.0,7203.0,Macau,27.395
RN,24.0,7252.0,Major Sales,3.924
RN,24.0,7302.0,Marcelino Vieira,7.896
RN,24.0,7401.0,Martins,8.178
RN,24.0,7500.0,Maxaranguape,10.262
RN,24.0,7609.0,Messias Targino,4.283
RN,24.0,7708.0,Montanhas,11.459
